Chromosome	Start	End	Karyotype_band	Strand	Gene_stable_ID	Gene_name	HGNC_symbol	Gene_type
14	101507700	101507782	q32.31	1	ENSG00000215957	MIR300	MIR300	miRNA
14	65170820	65213610	q23.3	1	ENSG00000126822	PLEKHG3	PLEKHG3	protein_coding
14	71325561	71326146	q24.2	-1	ENSG00000258431	RP1-292L20.2		pseudogene
14	71498403	71498687	q24.2	-1	ENSG00000258930	RP5-1163L11.2		pseudogene
14	71511092	71511357	q24.2	-1	ENSG00000258966	RP5-1163L11.3		pseudogene
14	71552199	71552550	q24.2	-1	ENSG00000258571	PTTG4P	PTTG4P	pseudogene
14	101509314	101509399	q32.31	1	ENSG00000221525	MIR1185-1	MIR1185-1	miRNA
14	101510535	101510620	q32.31	1	ENSG00000221614	MIR1185-2	MIR1185-2	miRNA
14	101511494	101518132	q32.31	1	ENSG00000258861	MIR381HG	MIR381HG	lincRNA
14	101512257	101512331	q32.31	1	ENSG00000199020	MIR381	MIR381	miRNA
14	101512792	101512875	q32.31	1	ENSG00000207754	MIR487B	MIR487B	miRNA
14	101513658	101513735	q32.31	1	ENSG00000202560	MIR539	MIR539	miRNA
14	101514238	101514316	q32.31	1	ENSG00000216099	MIR889	MIR889	miRNA
14	101514995	101515085	q32.31	1	ENSG00000207587	MIR544A	MIR544A	miRNA
14	101515887	101515983	q32.31	1	ENSG00000207646	MIR655	MIR655	miRNA
14	101518340	101518436	q32.31	1	ENSG00000265250	AL132709.3		miRNA
14	71607842	71609970	q24.2	-1	ENSG00000269927	RP6-91H8.3		lincRNA
14	71648173	71648823	q24.2	1	ENSG00000259907	RP6-91H8.2		lincRNA
14	71679350	71684933	q24.2	1	ENSG00000258517	RP6-91H8.1		lincRNA
14	71685817	71689441	q24.2	1	ENSG00000269945	RP6-91H8.5		lincRNA
14	71759442	71788531	q24.2	-1	ENSG00000259146	RP1-261D10.2		antisense
14	77924213	77935817	q24.3	1	ENSG00000100591	AHSA1	AHSA1	protein_coding
14	23398818	23424771	q11.2	1	ENSG00000257285	RP11-298I3.1		antisense
14	23426159	23426238	q11.2	-1	ENSG00000265037	MIR4707	MIR4707	miRNA
14	23451907	23468287	q11.2	1	ENSG00000258457	RP11-298I3.4		antisense
14	23486367	23486590	q11.2	-1	ENSG00000252114	SNORA73		snoRNA
14	23502739	23502847	q11.2	-1	ENSG00000207765	AL132780.1		miRNA
14	23625518	23625623	q11.2	-1	ENSG00000202229	RNU6-1138P	RNU6-1138P	snRNA
14	23699170	23699325	q11.2	-1	ENSG00000240131	RP11-124D2.1		pseudogene
14	23728669	23728775	q11.2	-1	ENSG00000252347	RNU6-1046P	RNU6-1046P	snRNA
14	23763061	23765007	q11.2	1	ENSG00000270433	RP11-124D2.7		pseudogene
14	23825615	23826212	q11.2	1	ENSG00000259018	RP11-124D2.3		antisense
14	23857799	23857881	q11.2	-1	ENSG00000199157	MIR208A	MIR208A	miRNA
14	23884548	23884895	q11.2	1	ENSG00000258444	CTD-2201G16.1		antisense
14	23887196	23887272	q11.2	-1	ENSG00000215991	MIR208B	MIR208B	miRNA
14	23980969	24029987	q11.2	1	ENSG00000157306	RP11-66N24.4		antisense
14	71797059	71797455	q24.2	-1	ENSG00000259079	RP1-261D10.1		pseudogene
14	71865054	71865124	q24.2	1	ENSG00000207444	SNORD56B	SNORD56B	snoRNA
14	71915406	71915673	q24.2	1	ENSG00000242330	RN7SL683P	RN7SL683P	misc_RNA
14	72315323	72375147	q24.2	1	ENSG00000266869	RP6-114E22.1		lincRNA
14	72489124	72489233	q24.2	-1	ENSG00000200298	Y_RNA		misc_RNA
14	73019288	73061833	q24.2	-1	ENSG00000258871	RP3-514A23.2		lincRNA
14	73319932	73320039	q24.2	-1	ENSG00000206751	Y_RNA		misc_RNA
14	24030306	24037282	q11.2	1	ENSG00000258727	RP11-66N24.3		antisense
14	73376145	73376231	q24.2	-1	ENSG00000238972	snoU13		snoRNA
14	24198247	24198950	q11.2	-1	ENSG00000258464	RP11-388E23.2		processed_transcript
14	24218445	24220359	q11.2	1	ENSG00000259043	BRD7P1	BRD7P1	pseudogene
14	24236871	24238207	q11.2	1	ENSG00000270618	RP11-388E23.4		pseudogene
14	24261139	24261445	q11.2	1	ENSG00000222931	RN7SKP205	RN7SKP205	misc_RNA
14	24294845	24296605	q11.2	-1	ENSG00000258887	RP11-388E23.3		pseudogene
14	24391456	24403777	q11.2	-1	ENSG00000259334	LINC00596	LINC00596	lincRNA
14	24407940	24458048	q11.2	-1	ENSG00000215256	DHRS4-AS1	DHRS4-AS1	processed_transcript
14	101518783	101518862	q32.31	1	ENSG00000207558	MIR487A	MIR487A	miRNA
14	101520638	101520723	q32.31	-1	ENSG00000207742	MIR382	MIR382	miRNA
14	101521008	101521110	q32.31	1	ENSG00000207993	MIR134	MIR134	miRNA
14	101521738	101521848	q32.31	1	ENSG00000208027	MIR485	MIR485	miRNA
14	101522556	101522637	q32.31	1	ENSG00000208004	MIR323B	MIR323B	miRNA
14	101526092	101526175	q32.31	1	ENSG00000207978	MIR154	MIR154	miRNA
14	35451163	35498773	q13.2	1	ENSG00000100883	SRP54	SRP54	protein_coding
14	24505662	24520580	q11.2	1	ENSG00000225766	RP11-468E2.9		pseudogene
14	73396320	73396638	q24.2	-1	ENSG00000176043	RP1-146I3.1		pseudogene
14	24608654	24609653	q12	1	ENSG00000259321	RP11-468E2.5		lincRNA
14	24627812	24627931	q12	1	ENSG00000199804	RNA5SP383	RNA5SP383	rRNA
14	21467414	21470030	q11.2	1	ENSG00000165794	SLC39A2	SLC39A2	protein_coding
14	24678852	24685193	q12	-1	ENSG00000260669	AL136419.6		processed_transcript
14	65213002	65346601	q23.3	-1	ENSG00000070182	SPTB	SPTB	protein_coding
14	99947506	100001381	q32.2	1	ENSG00000090061	CCNK	CCNK	protein_coding
14	99977603	100070363	q32.2	-1	ENSG00000205476	CCDC85C	CCDC85C	protein_coding
14	24821263	24821363	q12	-1	ENSG00000207141	RNU6-802P	RNU6-802P	snRNA
14	25064929	25126980	q12	1	ENSG00000258657	RP11-104E19.1		antisense
14	25593693	25596204	q12	-1	ENSG00000258098	RP11-89K22.1		lincRNA
14	25736270	25736542	q12	-1	ENSG00000257179	HMGN2P6	HMGN2P6	pseudogene
14	101526910	101527011	q32.31	1	ENSG00000207961	MIR496	MIR496	miRNA
14	35514113	35582336	q13.2	1	ENSG00000151327	FAM177A1	FAM177A1	protein_coding
14	73427303	73428701	q24.2	1	ENSG00000259015	RP11-109N23.6		pseudogene
14	101528343	101528476	q32.31	1	ENSG00000199015	MIR377	MIR377	miRNA
14	101530832	101530915	q32.31	1	ENSG00000216179	MIR541	MIR541	miRNA
14	101531637	101531715	q32.31	1	ENSG00000199107	MIR409	MIR409	miRNA
14	101531784	101531874	q32.31	1	ENSG00000199012	MIR412	MIR412	miRNA
14	101531918	101532024	q32.31	1	ENSG00000199025	MIR369	MIR369	miRNA
14	101532249	101532328	q32.31	1	ENSG00000199092	MIR410	MIR410	miRNA
14	101533061	101533138	q32.31	1	ENSG00000207959	MIR656	MIR656	miRNA
14	101536248	101539274	q32.31	1	ENSG00000223403	MEG9	MEG9	lincRNA
14	25826970	25827895	q12	1	ENSG00000258275	OR7K1P	OR7K1P	pseudogene
14	25900399	25901440	q12	-1	ENSG00000257976	RP11-388G3.1		pseudogene
14	101540206	101544247	q32.31	-1	ENSG00000230805	AL132709.1		lincRNA
14	26275854	26275918	q12	-1	ENSG00000212270	SNORD37		snoRNA
14	26305064	26612511	q12	-1	ENSG00000257986	RP11-314P15.2		lincRNA
14	26641372	26641464	q12	-1	ENSG00000212037	AL049831.1		miRNA
14	26677242	26677630	q12	1	ENSG00000257503	CYB5AP5	CYB5AP5	pseudogene
14	101587193	101589879	q32.31	1	ENSG00000259004	RP11-8L8.2		lincRNA
14	101611818	101612032	q32.31	-1	ENSG00000206761	U3		snoRNA
14	101683709	101684578	q32.31	-1	ENSG00000258681	RP11-8L8.1		pseudogene
14	27061953	27063723	q12	-1	ENSG00000262119	RP11-483C6.1		sense_intronic
14	101723669	101744655	q32.31	1	ENSG00000258497	CTD-2561F5.1		lincRNA
14	27067618	27275673	q12	1	ENSG00000257842	NOVA1-AS1	NOVA1-AS1	antisense
14	101798853	101800668	q32.31	-1	ENSG00000258460	RP11-168L7.1		lincRNA
14	101872324	101874259	q32.31	-1	ENSG00000259023	LINC00524	LINC00524	lincRNA
14	101908413	101910652	q32.31	1	ENSG00000259082	RP11-168L7.3		lincRNA
14	77940740	77965210	q24.3	-1	ENSG00000100593	ISM2	ISM2	protein_coding
14	73430353	73430716	q24.2	-1	ENSG00000239544	RP11-109N23.1		pseudogene
14	73507329	73507622	q24.2	-1	ENSG00000241487	RN7SL586P	RN7SL586P	misc_RNA
14	73525139	73526123	q24.2	-1	ENSG00000258813	RP11-109N23.4		lincRNA
14	101913979	101923454	q32.31	1	ENSG00000259166	RP11-1029J19.2		lincRNA
14	73534816	73535326	q24.2	-1	ENSG00000258448	RP11-109N23.5		pseudogene
14	73656471	73656712	q24.2	1	ENSG00000259109	RP4-687K1.2		pseudogene
14	73710726	73712687	q24.2	-1	ENSG00000258376	RP4-647C14.2		antisense
14	102018558	102026768	q32.31	-1	ENSG00000258498	DIO3OS	DIO3OS	lincRNA
14	73713526	73713588	q24.2	-1	ENSG00000252839	RNU6-419P	RNU6-419P	snRNA
14	73738890	73740789	q24.2	-1	ENSG00000258944	RP4-647C14.3		antisense
14	73929129	73943880	q24.3	1	ENSG00000251393	RP1-240K6.3		processed_transcript
14	73957644	73960105	q24.3	1	ENSG00000170468	AC005280.1		pseudogene
14	73957669	73960096	q24.3	1	ENSG00000255242	C14orf169	C14orf169	processed_transcript
14	73983937	73987352	q24.3	-1	ENSG00000258443	RP3-414A15.11		sense_intronic
14	73989582	73997314	q24.3	1	ENSG00000258695	RP3-414A15.2		antisense
14	74005925	74006485	q24.3	-1	ENSG00000258408	NT5CP2	NT5CP2	pseudogene
14	74037863	74038371	q24.3	-1	ENSG00000258524	NT5CP1	NT5CP1	pseudogene
14	74083412	74100644	q24.3	-1	ENSG00000258603	RP3-414A15.10		antisense
14	100111447	100146906	q32.2	1	ENSG00000182218	HHIPL1	HHIPL1	protein_coding
14	74098179	74098723	q24.3	1	ENSG00000258972	NDUFB8P1	NDUFB8P1	pseudogene
14	74126267	74126363	q24.3	-1	ENSG00000251907	RNU6-240P	RNU6-240P	snRNA
14	74164806	74167054	q24.3	-1	ENSG00000258660	RP4-693M11.3		antisense
14	74225450	74225522	q24.3	1	ENSG00000264741	MIR4505	MIR4505	miRNA
14	74254063	74269973	q24.3	1	ENSG00000259065	RP5-1021I20.1		antisense
14	35554673	35591723	q13.2	-1	ENSG00000092020	PPP2R3C	PPP2R3C	protein_coding
14	27244701	27291313	q12	-1	ENSG00000257845	RP11-626P14.1		lincRNA
14	77972340	78083116	q24.3	-1	ENSG00000100596	SPTLC2	SPTLC2	protein_coding
14	74265718	74265821	q24.3	1	ENSG00000238330	snoU13		snoRNA
14	74289262	74296838	q24.3	-1	ENSG00000258586	RP5-1021I20.2		lincRNA
14	74307223	74307312	q24.3	-1	ENSG00000270576	RP5-1021I20.7		pseudogene
14	74324764	74324868	q24.3	-1	ENSG00000223300	Y_RNA		misc_RNA
14	74362867	74404817	q24.3	-1	ENSG00000258891	RP5-1021I20.5		antisense
14	74371970	74372339	q24.3	1	ENSG00000270140	RP5-1021I20.6		sense_intronic
14	74373019	74373130	q24.3	-1	ENSG00000199472	Y_RNA		misc_RNA
14	74498500	74549566	q24.3	1	ENSG00000259114	AC005484.5		processed_transcript
14	74641159	74641454	q24.3	1	ENSG00000239910	RN7SL530P	RN7SL530P	misc_RNA
14	74659292	74659526	q24.3	1	ENSG00000258513	RP5-892G5.2		pseudogene
14	74755830	74761128	q24.3	-1	ENSG00000258559	AC005519.4		sense_overlapping
14	74772128	74772766	q24.3	1	ENSG00000258737	SUB1P2	SUB1P2	pseudogene
14	74844521	74845121	q24.3	-1	ENSG00000177776	RPS2P2	RPS2P2	pseudogene
14	74938633	74939063	q24.3	-1	ENSG00000270000	RP3-449M8.9		lincRNA
14	74940710	74941567	q24.3	-1	ENSG00000259005	RP3-449M8.6		lincRNA
14	74946836	74946907	q24.3	-1	ENSG00000265649	MIR4709	MIR4709	miRNA
14	74949688	74950138	q24.3	1	ENSG00000258769	RAP1AP	RAP1AP	pseudogene
14	75018884	75026751	q24.3	1	ENSG00000258425	CTD-2207P18.1		lincRNA
14	27278623	27305664	q12	1	ENSG00000257185	RP11-626P14.2		lincRNA
14	27305934	27629626	q12	1	ENSG00000258081	RP11-384J4.2		lincRNA
14	27342339	27383949	q12	1	ENSG00000257612	RP11-384J4.1		lincRNA
14	27377848	27377931	q12	1	ENSG00000265165	MIR4307	MIR4307	miRNA
14	27396859	27396981	q12	1	ENSG00000222899	AL110292.1		miRNA
14	27727923	28314492	q12	-1	ENSG00000258932	CTD-3006G17.2		pseudogene
14	28081794	28108842	q12	1	ENSG00000258548	LINC00645	LINC00645	lincRNA
14	75081396	75083350	q24.3	-1	ENSG00000258976	CTD-2207P18.2		lincRNA
14	75124752	75125293	q24.3	1	ENSG00000258439	RP11-173A8.2		pseudogene
14	75178654	75178748	q24.3	1	ENSG00000222604	SNORA7		snoRNA
14	28102411	28102484	q12	-1	ENSG00000264657	hsa-mir-3171		miRNA
14	28459211	28459321	q12	1	ENSG00000223164	AL445384.1		miRNA
14	28733596	28735180	q12	1	ENSG00000197358	BNIP3P1	BNIP3P1	pseudogene
14	28787347	28887818	q12	1	ENSG00000257869	CTD-2591A6.2		lincRNA
14	28959116	28959568	q12	1	ENSG00000240179	RPL26P3	RPL26P3	pseudogene
14	29061429	29082829	q12	-1	ENSG00000258175	RP11-412H8.2		lincRNA
14	78138747	78174363	q24.3	-1	ENSG00000100601	ALKBH1	ALKBH1	protein_coding
14	100150641	100193638	q32.2	1	ENSG00000036530	CYP46A1	CYP46A1	protein_coding
14	29062985	29063125	q12	1	ENSG00000257662	EIF4A1P12	EIF4A1P12	pseudogene
14	78174414	78227447	q24.3	1	ENSG00000119705	SLIRP	SLIRP	protein_coding
14	102095321	102098867	q32.31	-1	ENSG00000258919	RP11-1029J19.4		lincRNA
14	102100791	102197445	q32.31	-1	ENSG00000258404	RP11-1029J19.5		lincRNA
14	102144280	102144717	q32.31	1	ENSG00000241494	RP11-796G6.1		pseudogene
14	102262892	102276658	q32.31	-1	ENSG00000259088	CTD-2017C7.2		antisense
14	102269564	102269668	q32.31	1	ENSG00000207208	RNU6-790P	RNU6-790P	snRNA
14	102299772	102305868	q32.31	-1	ENSG00000256705	CTD-2017C7.1		antisense
14	29142447	29142933	q12	-1	ENSG00000258282	BTF3P2	BTF3P2	pseudogene
14	29198289	29234483	q12	-1	ENSG00000257126	RP11-966I7.1		antisense
14	29252697	29254993	q12	-1	ENSG00000257056	RP11-966I7.2		antisense
14	75310727	75322378	q24.3	1	ENSG00000259606	RP11-316E14.6		antisense
14	75340387	75340957	q24.3	1	ENSG00000258587	RP11-316E14.2		pseudogene
14	75471422	75475184	q24.3	-1	ENSG00000258646	RP11-950C14.3		antisense
14	75487464	75487570	q24.3	1	ENSG00000206924	RNU6-689P	RNU6-689P	snRNA
14	75583129	75583303	q24.3	-1	ENSG00000258978	HIF1AP1	HIF1AP1	pseudogene
14	75593856	75603633	q24.3	1	ENSG00000259138	RP11-950C14.7		antisense
14	75668784	75668872	q24.3	-1	ENSG00000252013	RNU4ATAC14P	RNU4ATAC14P	snRNA
14	75726114	75738653	q24.3	1	ENSG00000258820	RP11-293M10.2		antisense
14	75758809	75761016	q24.3	-1	ENSG00000119660	RP11-293M10.4		pseudogene
14	75761107	75763341	q24.3	1	ENSG00000259687	RP11-293M10.5		lincRNA
14	75890386	75894444	q24.3	-1	ENSG00000259319	RP11-293M10.6		antisense
14	76041231	76045931	q24.3	-1	ENSG00000224721	AC007182.6		antisense
14	76062148	76062549	q24.3	-1	ENSG00000242951	RP11-507E23.1		pseudogene
14	76070516	76070621	q24.3	1	ENSG00000201096	RNA5SP387	RNA5SP387	rRNA
14	76280845	76314041	q24.3	-1	ENSG00000259103	RP11-270M14.4		antisense
14	76304500	76305457	q24.3	-1	ENSG00000242488	RP11-270M14.1		pseudogene
14	102309731	102310459	q32.31	-1	ENSG00000259161	CTD-2017C7.3		pseudogene
14	102414684	102415762	q32.31	1	ENSG00000271780	RP11-1017G21.5		lincRNA
14	102418753	102419400	q32.31	1	ENSG00000272444	RP11-1017G21.6		lincRNA
14	102435701	102435938	q32.31	-1	ENSG00000259013	RP11-1017G21.3		pseudogene
14	76437267	76437930	q24.3	1	ENSG00000258876	RP11-270M14.5		lincRNA
14	102502652	102532565	q32.31	-1	ENSG00000258959	RP11-1017G21.4		antisense
14	76480022	76480486	q24.3	1	ENSG00000258578	RP11-98L12.2		pseudogene
14	102543520	102543810	q32.31	-1	ENSG00000240457	RN7SL472P	RN7SL472P	misc_RNA
14	102807306	102807406	q32.31	1	ENSG00000265677	AL137229.1		miRNA
14	102825136	102825239	q32.31	-1	ENSG00000239061	snoU13		snoRNA
14	102968013	102968116	q32.31	1	ENSG00000212330	RNU6-244P	RNU6-244P	snRNA
14	103005981	103006063	q32.31	1	ENSG00000266015	MIR4309	MIR4309	miRNA
14	103011591	103022163	q32.31	1	ENSG00000259230	CTD-2555C10.3		lincRNA
14	103049227	103049514	q32.31	-1	ENSG00000239224	RN7SL546P	RN7SL546P	misc_RNA
14	103128577	103129045	q32.31	-1	ENSG00000230988	RP11-661D19.1		pseudogene
14	103161725	103161832	q32.31	1	ENSG00000202459	Y_RNA		misc_RNA
14	103236377	103241128	q32.32	-1	ENSG00000259508	RP11-661D19.3		lincRNA
14	103255828	103255928	q32.32	-1	ENSG00000238853	snoU13		snoRNA
14	103332193	103332300	q32.32	1	ENSG00000206969	RNU6-1316P	RNU6-1316P	snRNA
14	103345958	103346075	q32.32	1	ENSG00000211990	AL117209.1		miRNA
14	103399911	103403514	q32.32	1	ENSG00000259515	RP11-365N19.2		antisense
14	103507806	103508431	q32.32	1	ENSG00000213176	RPL13P6	RPL13P6	pseudogene
14	103561060	103565222	q32.32	1	ENSG00000259444	RP11-736N17.8		sense_overlapping
14	103587184	103589344	q32.32	-1	ENSG00000259717	LINC00677	LINC00677	lincRNA
14	103606012	103608296	q32.32	1	ENSG00000259374	RP11-736N17.4		pseudogene
14	103614934	103615745	q32.32	1	ENSG00000259535	RPL21P12	RPL21P12	pseudogene
14	103650541	103651376	q32.32	1	ENSG00000259525	GCSHP2	GCSHP2	pseudogene
14	103653558	103655365	q32.32	-1	ENSG00000251533	LINC00605	LINC00605	lincRNA
14	103669523	103669601	q32.32	1	ENSG00000239117	AL161669.1		miRNA
14	103674085	103674126	q32.32	1	ENSG00000270705	RP11-736N17.9		pseudogene
14	103707829	103708309	q32.32	1	ENSG00000242837	RPL21P13	RPL21P13	pseudogene
14	103745560	103746292	q32.32	1	ENSG00000270938	RAP2CP1	RAP2CP1	pseudogene
14	103749270	103749805	q32.32	1	ENSG00000240624	RP11-45P15.2		pseudogene
14	29269290	29299410	q12	-1	ENSG00000257748	RP11-966I7.3		antisense
14	29299450	29437606	q12	1	ENSG00000258038	CTD-2384A14.1		lincRNA
14	29326590	29327907	q12	-1	ENSG00000258065	RP11-30H9.1		pseudogene
14	29370442	29370553	q12	-1	ENSG00000207164	Y_RNA		misc_RNA
14	100204030	100408397	q32.2	1	ENSG00000066629	EML1	EML1	protein_coding
14	29406095	29497969	q12	1	ENSG00000258028	RP11-148E17.1		lincRNA
14	29445042	29448130	q12	-1	ENSG00000257523	CTD-2384A14.2		lincRNA
14	29451509	29451616	q12	-1	ENSG00000252065	RNU6-864P	RNU6-864P	snRNA
14	29734031	29850501	q12	-1	ENSG00000257522	RP11-562L8.1		processed_transcript
14	103798011	103798704	q32.32	-1	ENSG00000259775	RP11-45P15.4		antisense
14	103804186	103804311	q32.32	1	ENSG00000272533	SNORA28	SNORA28	snoRNA
14	103830576	103831157	q32.32	-1	ENSG00000259428	HMGB3P26	HMGB3P26	pseudogene
14	103840370	103841253	q32.32	-1	ENSG00000243904	RP11-600F24.1		pseudogene
14	103878456	103879098	q32.32	-1	ENSG00000244691	RP11-600F24.2		pseudogene
14	76702160	76729817	q24.3	1	ENSG00000258454	RP11-361H10.3		sense_overlapping
14	76747286	76776409	q24.3	-1	ENSG00000258402	RP11-516J2.1		lincRNA
14	76814398	76814481	q24.3	-1	ENSG00000212061	AC016543.1		miRNA
14	76821072	76821352	q24.3	-1	ENSG00000263880	RN7SL747P	RN7SL747P	misc_RNA
14	76961706	77193055	q24.3	-1	ENSG00000259124	RP11-187O7.3		lincRNA
14	77100057	77100371	q24.3	1	ENSG00000271423	CYCSP1	CYCSP1	pseudogene
14	77101118	77102004	q24.3	-1	ENSG00000242952	RP11-187O7.1		pseudogene
14	77156482	77157085	q24.3	-1	ENSG00000258566	RP11-99E15.3		pseudogene
14	77177001	77227731	q24.3	-1	ENSG00000258569	RP11-99E15.2		lincRNA
14	77240627	77247861	q24.3	-1	ENSG00000259081	RP11-488C13.6		antisense
14	77245295	77248592	q24.3	1	ENSG00000258610	RP11-488C13.7		lincRNA
14	77248083	77253067	q24.3	-1	ENSG00000258301	RP11-488C13.5		lincRNA
14	77352720	77353093	q24.3	-1	ENSG00000241081	RP11-488C13.1		pseudogene
14	77356606	77356956	q24.3	1	ENSG00000223174	RN7SKP17	RN7SKP17	misc_RNA
14	77388183	77390992	q24.3	-1	ENSG00000259058	RP11-488C13.4		lincRNA
14	77425981	77432145	q24.3	1	ENSG00000258602	RP11-7F17.7		lincRNA
14	65381079	65411309	q23.3	1	ENSG00000258289	CHURC1	CHURC1	protein_coding
14	35591052	35743271	q13.2	1	ENSG00000100890	KIAA0391	KIAA0391	protein_coding
14	103991347	103995409	q32.32	-1	ENSG00000260285	RP11-600F24.7		antisense
14	104016682	104016743	q32.33	1	ENSG00000252469	RNU7-160P	RNU7-160P	snRNA
14	104019758	104028214	q32.33	1	ENSG00000258851	RP11-894P9.2		antisense
14	104033742	104033882	q32.33	1	ENSG00000201184	RNU4-68P	RNU4-68P	snRNA
14	104042305	104042396	q32.33	-1	ENSG00000264904	AL139300.1		miRNA
14	104148699	104150352	q32.33	-1	ENSG00000246451	RP11-894P9.1		antisense
14	65381203	65529368	q23.3	1	ENSG00000257365	FNTB	FNTB	protein_coding
14	77433863	77434108	q24.3	-1	ENSG00000266553	RN7SL356P	RN7SL356P	misc_RNA
14	77435026	77435488	q24.3	1	ENSG00000243225	RP11-7F17.1		pseudogene
14	77507407	77535846	q24.3	1	ENSG00000246548	RP11-7F17.5		lincRNA
14	78183942	78227550	q24.3	-1	ENSG00000100603	SNW1	SNW1	protein_coding
14	104153913	104154464	q32.33	1	ENSG00000270108	RP11-73M18.6		sense_intronic
14	104160853	104161387	q32.33	-1	ENSG00000269910	RP11-73M18.10		antisense
14	104160897	104161507	q32.33	1	ENSG00000269940	RP11-73M18.7		sense_intronic
14	104162690	104163500	q32.33	1	ENSG00000269958	RP11-73M18.8		sense_intronic
14	104179904	104180586	q32.33	1	ENSG00000269963	RP11-73M18.9		lincRNA
14	104192065	104192162	q32.33	-1	ENSG00000253096	Y_RNA		misc_RNA
14	104229140	104229614	q32.33	1	ENSG00000270591	RP11-73M18.11		pseudogene
14	104263609	104263685	q32.33	-1	ENSG00000202275	SNORD51		snoRNA
14	104314058	104324386	q32.33	1	ENSG00000258735	LINC00637	LINC00637	lincRNA
14	104320703	104346448	q32.33	-1	ENSG00000258534	CTD-2134A5.4		lincRNA
14	104341392	104343815	q32.33	1	ENSG00000258914	CTD-2134A5.3		lincRNA
14	104447135	104447220	q32.33	-1	ENSG00000264439	AL136001.1		miRNA
14	104479979	104480268	q32.33	1	ENSG00000242894	RN7SL634P	RN7SL634P	misc_RNA
14	104583742	104583851	q32.33	1	ENSG00000207568	MIR203	MIR203	miRNA
14	104603487	104604235	q32.33	-1	ENSG00000258748	CTD-2223O18.1		antisense
14	104689921	104754406	q32.33	1	ENSG00000258913	RP11-260M19.2		lincRNA
14	104842867	104845288	q32.33	-1	ENSG00000258598	RP11-260M19.1		lincRNA
14	104867280	104867385	q32.33	-1	ENSG00000222761	RNU6-684P	RNU6-684P	snRNA
14	104917316	104917770	q32.33	1	ENSG00000213159	CEND1P1	CEND1P1	pseudogene
14	29859552	29905618	q12	1	ENSG00000258107	RP11-260G13.1		lincRNA
14	65381203	65528521	q23.3	1	ENSG00000125954	CHURC1-FNTB	CHURC1-FNTB	protein_coding
14	77514515	77552789	q24.3	-1	ENSG00000258473	RP11-7F17.4		lincRNA
14	77535523	77542687	q24.3	-1	ENSG00000258819	RP11-7F17.3		lincRNA
14	77639418	77639995	q24.3	-1	ENSG00000258552	RP11-463C8.5		pseudogene
14	77667369	77667483	q24.3	-1	ENSG00000201384	SNORA32		snoRNA
14	77732561	77732633	q24.3	1	ENSG00000221754	MIR1260A	MIR1260A	miRNA
14	77817615	77817902	q24.3	-1	ENSG00000266628	RN7SL137P	RN7SL137P	misc_RNA
14	77825766	77826259	q24.3	1	ENSG00000258510	RP11-493G17.4		pseudogene
14	77932627	77932779	q24.3	1	ENSG00000212371	SNORA46		snoRNA
14	78013911	78014212	q24.3	-1	ENSG00000240233	RN7SL587P	RN7SL587P	misc_RNA
14	78119170	78119398	q24.3	-1	ENSG00000258668	COX6CP11	COX6CP11	pseudogene
14	35591755	35786680	q13.2	1	ENSG00000258790	KIAA0391		protein_coding
14	35747839	35786699	q13.2	1	ENSG00000100902	PSMA6	PSMA6	protein_coding
14	105055358	105056184	q32.33	-1	ENSG00000259037	RP11-614O9.1		antisense
14	78149545	78150332	q24.3	-1	ENSG00000239272	RPL21P10	RPL21P10	pseudogene
14	78162934	78163720	q24.3	1	ENSG00000258917	ZMYND19P1	ZMYND19P1	pseudogene
14	78287373	78287485	q24.3	-1	ENSG00000199440	Y_RNA		misc_RNA
14	78526285	78526621	q24.3	-1	ENSG00000258421	FRDAP	FRDAP	pseudogene
14	78644146	78644264	q24.3	-1	ENSG00000199454	RNA5SP388	RNA5SP388	rRNA
14	78697624	78697962	q24.3	-1	ENSG00000239438	RP11-332E19.1		pseudogene
14	105119885	105122124	q32.33	-1	ENSG00000258736	RP11-982M15.7		lincRNA
14	105127457	105131895	q32.33	-1	ENSG00000260792	RP11-982M15.8		lincRNA
14	105144031	105144086	q32.33	-1	ENSG00000265291	MIR4710	MIR4710	miRNA
14	29945990	29946118	q12	1	ENSG00000212518	RNU11-5P	RNU11-5P	snRNA
14	30122015	30127122	q12	1	ENSG00000257120	CTD-2503I6.1		antisense
14	30174505	30174608	q12	-1	ENSG00000264797	AL356756.1		miRNA
14	30281122	30281224	q12	1	ENSG00000252686	RNU6-1234P	RNU6-1234P	snRNA
14	30409951	30449418	q12	1	ENSG00000257904	RP11-269C4.2		antisense
14	30421603	30766249	q12	-1	ENSG00000248975	CTD-2251F13.1		lincRNA
14	30524416	30525160	q12	1	ENSG00000240201	RP11-269C4.1		pseudogene
14	78227173	78236085	q24.3	1	ENSG00000197734	C14orf178	C14orf178	protein_coding
14	21484922	21539031	q11.2	-1	ENSG00000165795	NDRG2	NDRG2	protein_coding
14	78745915	78749719	q24.3	-1	ENSG00000258723	RP11-332E19.2		antisense
14	78864221	78864302	q24.3	-1	ENSG00000239163	AC007056.1		miRNA
14	79084209	79084318	q24.3	1	ENSG00000221178	AC008045.1		miRNA
14	35870717	35873955	q13.2	-1	ENSG00000100906	NFKBIA	NFKBIA	protein_coding
14	30907198	31042835	q12	-1	ENSG00000257636	RP11-1103G16.1		antisense
14	31010982	31011394	q12	-1	ENSG00000258350	SYF2P1	SYF2P1	pseudogene
